#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
BIN103130	Skin_removed_from_poultry_always_(Diet,_24hr_recall,_Online_follow-up)	103130	37855	2005693	24983	12024	8538	146	33	135	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN103130.phe
BIN103140	Fish_consumer	103140	37855	2005693	24983	14950	10517	189	49	149	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN103140.phe
BIN103990	Vegetable_consumers	103990	37855	2005693	24983	29379	20741	331	75	380	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN103990.phe
BIN104040	Butter/margarine_added_to_potatoes	104040	37855	2005693	24983	2524	1848	17	1	15	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN104040.phe
BIN104400	Fruit_consumers	104400	37855	2005693	24983	28525	20038	359	71	374	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN104400.phe
BIN104670	Vitamin_supplement_user	104670	37855	2005693	24983	16182	11298	234	45	222	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN104670.phe
BIN1210	Snoring	1210	40831	2007183	24983	19143	13328	277	55	330	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN1210.phe
BIN12139	Believed_safe_to_perform_brain_MRI_scan	12139	40831	2007183	24983	285	201	0	1	1	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN12139.phe
BIN12188	Brain_MRI_measurement_completed	12188	40831	2007183	24983	12717	9216	66	31	119	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN12188.phe
BIN1518	Drinks_hot_drinks_or_not	1518	40831	2007183	24983	49476	34095	820	133	871	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN1518.phe
BIN1618	Alcohol_usually_taken_with_meals	1618	40831	2007183	24983	23094	16109	296	60	287	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN1618.phe
BIN1677	Breastfed_as_a_baby	1677	37855	2005693	24983	29738	19993	693	81	702	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1677.phe
BIN19	Heel_ultrasound_method	19	37855	2005693	24983	7332	5297	30	14	61	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN19.phe
BIN1920	Mood_swings	1920	37855	2005693	24983	23521	16199	406	46	427	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1920.phe
BIN1930	Miserableness	1930	37855	2005693	24983	22725	15717	313	47	348	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1930.phe
BIN1940	Irritability	1940	37855	2005693	24983	15168	10467	141	42	246	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1940.phe
BIN1950	Sensitivity_/_hurt_feelings	1950	37855	2005693	24983	28512	19868	355	58	519	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1950.phe
BIN1960	Fed-up_feelings	1960	37855	2005693	24983	21261	14713	326	36	340	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1960.phe
BIN1970	Nervous_feelings	1970	37855	2005693	24983	12221	8558	130	27	201	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1970.phe
BIN1980	Worrier_/_anxious_feelings	1980	37855	2005693	24983	28704	19919	355	72	514	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1980.phe
BIN1990	Tense_/_'highly_strung'	1990	37855	2005693	24983	9421	6408	121	29	207	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1990.phe
BIN2000	Worry_too_long_after_embarrassment	2000	37855	2005693	24983	25292	17518	360	58	438	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2000.phe
BIN2010	Suffer_from_'nerves'	2010	37855	2005693	24983	11283	7945	114	28	190	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2010.phe
BIN20123	Single_episode_of_probable_major_depression	20123	37855	2005693	24983	2454	1736	29	3	19	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20123.phe
BIN20124	Probable_recurrent_major_depression_(moderate)	20124	37855	2005693	24983	3864	2702	44	3	42	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20124.phe
BIN20125	Probable_recurrent_major_depression_(severe)	20125	37855	2005693	24983	2376	1633	30	2	43	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20125.phe
BIN2020	Loneliness,_isolation	2020	37855	2005693	24983	10007	6650	223	15	239	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2020.phe
BIN2030	Guilty_feelings	2030	37855	2005693	24983	15921	10845	231	38	313	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2030.phe
BIN2040	Risk_taking	2040	37855	2005693	24983	14777	9635	352	36	352	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2040.phe
BIN20401	Ever_addicted_to_any_substance_or_behaviour	20401	37855	2005693	24983	1377	974	4	3	7	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20401.phe
BIN20404	Ever_physically_dependent_on_alcohol	20404	37855	2005693	24983	139	108	0	0	1	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20404.phe
BIN20406	Ever_addicted_to_alcohol	20406	37855	2005693	24983	522	397	0	0	2	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20406.phe
BIN20415	Ongoing_addiction_to_alcohol	20415	37855	2005693	24983	231	179	0	0	1	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20415.phe
BIN20417	Tense,_sore,_or_aching_muscles_during_worst_period_of_anxiety	20417	37855	2005693	24983	2485	1734	22	5	29	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20417.phe
BIN20419	Difficulty_concentrating_during_worst_period_of_anxiety	20419	37855	2005693	24983	5075	3637	25	6	39	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20419.phe
BIN20421	Ever_felt_worried,_tense,_or_anxious_for_most_of_a_month_or_longer	20421	37855	2005693	24983	5538	3995	21	9	39	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20421.phe
BIN20422	More_irritable_than_usual_during_worst_period_of_anxiety	20422	37855	2005693	24983	4562	3277	21	7	33	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20422.phe
BIN20423	Keyed_up_or_on_edge_during_worst_period_of_anxiety	20423	37855	2005693	24983	5174	3746	17	3	31	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20423.phe
BIN20425	Ever_worried_more_than_most_people_would_in_similar_situation	20425	37855	2005693	24983	4958	3513	32	8	45	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20425.phe
BIN20426	Restless_during_period_of_worst_anxiety	20426	37855	2005693	24983	3915	2802	22	5	30	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20426.phe
BIN20427	Frequent_trouble_falling_or_staying_asleep_during_worst_period_of_anxiety	20427	37855	2005693	24983	5513	3943	31	8	35	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20427.phe
BIN20428	Professional_informed_about_anxiety	20428	37855	2005693	24983	4232	3055	21	4	26	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20428.phe
BIN20429	Easily_tired_during_worst_period_of_anxiety	20429	37855	2005693	24983	4676	3343	25	6	36	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20429.phe
BIN20431	Ever_addicted_to_a_behaviour_or_miscellanous	20431	37855	2005693	24983	334	234	3	0	2	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20431.phe
BIN20432	Ongoing_behavioural_or_miscellanous_addiction	20432	37855	2005693	24983	162	117	1	0	1	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20432.phe
BIN20435	Difficulty_concentrating_during_worst_depression	20435	37855	2005693	24983	8952	6396	55	15	77	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20435.phe
BIN20437	Thoughts_of_death_during_worst_depression	20437	37855	2005693	24983	6179	4404	36	9	46	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20437.phe
BIN20441	Ever_had_prolonged_loss_of_interest_in_normal_activities	20441	37855	2005693	24983	8948	6388	58	9	75	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20441.phe
BIN20445	Depression_possibly_related_to_childbirth	20445	37855	2005693	24983	934	653	9	1	11	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20445.phe
BIN20446	Ever_had_prolonged_feelings_of_sadness_or_depression	20446	37855	2005693	24983	12182	8674	77	23	103	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20446.phe
BIN20447	Depression_possibly_related_to_stressful_or_traumatic_event	20447	37855	2005693	24983	9236	6546	65	14	77	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20447.phe
BIN20448	Professional_informed_about_depression	20448	37855	2005693	24983	8224	5912	44	6	50	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20448.phe
BIN20449	Feelings_of_tiredness_during_worst_episode_of_depression	20449	37855	2005693	24983	9360	6662	61	16	75	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20449.phe
BIN20450	Feelings_of_worthlessness_during_worst_period_of_depression	20450	37855	2005693	24983	6130	4335	40	11	55	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20450.phe
BIN20456	Ever_addicted_to_illicit_or_recreational_drugs	20456	37855	2005693	24983	118	72	1	0	0	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20456.phe
BIN20457	Ongoing_addiction_or_dependence_on_illicit_or_recreational_drugs	20457	37855	2005693	24983	18	10	0	0	0	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20457.phe
BIN20463	Ever_heard_an_un-real_voice	20463	37855	2005693	24983	401	253	3	0	3	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20463.phe
BIN20466	Ever_prescribed_a_medication_for_unusual_or_psychotic_experiences	20466	37855	2005693	24983	129	79	3	0	1	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20466.phe
BIN20468	Ever_believed_in_an_un-real_conspiracy_against_self	20468	37855	2005693	24983	194	126	4	0	2	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20468.phe
BIN20471	Ever_seen_an_un-real_vision	20471	37855	2005693	24983	742	523	5	1	2	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20471.phe
BIN20474	Ever_believed_in_un-real_communications_or_signs	20474	37855	2005693	24983	163	111	3	0	0	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20474.phe
BIN20477	Ever_talked_to_a_health_professional_about_unusual_or_psychotic_experiences	20477	37855	2005693	24983	241	157	3	0	2	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20477.phe
BIN20480	Ever_self-harmed	20480	37855	2005693	24983	1049	724	6	0	16	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20480.phe
BIN20481	Self-harmed_in_past_year	20481	37855	2005693	24983	77	54	0	0	1	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20481.phe
BIN20483	Ever_attempted_suicide	20483	37855	2005693	24983	571	401	6	0	8	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20483.phe
BIN20484	Attempted_suicide_in_past_year	20484	37855	2005693	24983	15	9	0	0	1	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20484.phe
BIN20486	Contemplated_self-harm_in_past_year	20486	37855	2005693	24983	645	470	5	2	6	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20486.phe
BIN20496	Mania_needed_treatment_or_caused_problems_with_work,_relationships,_finances,_the_law,_or_other_aspects_of_life	20496	37855	2005693	24983	2908	2056	23	7	33	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20496.phe
BIN20499	Ever_sought_or_received_professional_help_for_mental_distress	20499	37855	2005693	24983	8819	6317	57	9	62	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20499.phe
BIN20500	Ever_suffered_mental_distress_preventing_usual_activities	20500	37855	2005693	24983	7472	5361	38	7	62	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20500.phe
BIN20501	Ever_had_period_of_mania_/_excitability	20501	37855	2005693	24983	1016	686	15	3	14	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20501.phe
BIN20502	Ever_had_period_extreme_irritability	20502	37855	2005693	24983	5721	4008	34	9	53	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20502.phe
BIN20503	Ever_addicted_to_prescription_or_over-the-counter_medication	20503	24613	10483	24983	208	143	0	1	2	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/10483/24613/phe/BIN20503.phe
BIN20504	Ongoing_addiction_or_dependence_to_over-the-counter_medication	20504	24613	10483	24983	89	65	0	0	1	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/10483/24613/phe/BIN20504.phe
BIN20532	Did_your_sleep_change?	20532	37855	2005693	24983	8728	6213	61	14	77	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20532.phe
BIN20533	Trouble_falling_asleep	20533	37855	2005693	24983	6714	4770	50	13	63	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20533.phe
BIN20534	Sleeping_too_much	20534	37855	2005693	24983	1839	1259	9	3	15	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20534.phe
BIN20535	Waking_too_early	20535	37855	2005693	24983	6538	4650	47	10	57	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20535.phe
BIN20538	Worried_most_days_during_period_of_worst_anxiety	20538	37855	2005693	24983	5924	4254	25	8	45	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20538.phe
BIN20540	Multiple_worries_during_worst_period_of_anxiety	20540	37855	2005693	24983	5064	3549	34	5	44	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20540.phe
BIN20541	Difficulty_stopping_worrying_during_worst_period_of_anxiety	20541	37855	2005693	24983	6369	4571	28	10	46	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20541.phe
BIN20542	Stronger_worrying_(than_other_people)_during_period_of_worst_anxiety	20542	37855	2005693	24983	4051	2876	22	7	33	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20542.phe
BIN2090	Seen_doctor_(GP)_for_nerves,_anxiety,_tension_or_depression	2090	37855	2005693	24983	18325	12919	204	21	210	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2090.phe
